study;condition_arm1;condition_arm2;multi_arm1;multi_arm2;outcome_domain;outcome_type;instrument;time;time_weeks;rating;baseline_m_arm1;baseline_m_arm2;baseline_sd_arm1;baseline_sd_arm2;mean_arm1;mean_arm2;sd_arm1;sd_arm2;n_arm1;n_arm2;m_change_arm1;m_change_arm2;sd_change_arm1;sd_change_arm2;n_change_arm1;n_change_arm2;event_arm1;event_arm2;totaln_arm1;totaln_arm2;precalc_g;precalc_g_se;precalc_log_rr;precalc_log_rr_se;.id;.g;.g_se;.log_rr;.log_rr_se;outcome_hierachy;rob_domain1;rob_domain2;rob_domain3;rob_domain4;rob_domain5;rob_overall;protocol;country;recruitment;incentive;specify_incentive;target_group;manual;program_name;guidance;setting_arm1;setting_arm2;internet_based;no_sessions_arm1;no_sessions_arm2;time_total_arm1;time_total_arm2;duration_therapy_arm1;duration_therapy_arm2;sessions_weekly_arm1;sessions_weekly_arm2;duration_session_arm1;duration_session_arm2;ave_modules_completed_arm1;ave_modules_completed_arm2;sd_modules_completed_arm1;sd_modules_completed_arm2;prop_modules_completed_arm1;m_age_arm1;m_age_arm2;sd_age_arm1;sd_age_arm2;female_arm1;female_arm2;female_total;prop_female_total;n_allocation_arm1;n_allocation_arm2;n_total_allocation;n_start_arm1;n_start_arm2;n_total_start;n_comp_arm1;n_comp_arm2;n_total_comp;reasons_partref;reasons_treatref;reasons_preterm;diagnosis_how;diagnosis_which;m_no_symptoms_arm1;m_no_symptoms_arm2;sd_no_symptoms_arm1;sd_no_symptoms_arm2;m_duration_symptoms_arm1;m_duration_symptoms_arm2;sd_duration_symptoms_arm1;sd_duration_symptoms_arm2;comorbidities_ex;specify_comorbidities_ex;consumer_satis;specify_consumer_satis;neg_eff;specify_neg_eff
friesen, 2017;cbt;wl;NA;NA;som;msd;bpi;post;8;self-report;5,45;6,02;1,1;1,39;4,99;6,28;1,66;1,28;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;friesen_2017_msd_bpi_post_8.0_self-report_cbt_wl_NA_NA;-0,859008673;0,27014567;NA;NA;primary;low;low;low;high;some concerns;high;ISRCTN registry, ISRCTN85116527, https://www.isrctn.com/ISRCTN85116527, Evaluating a self-guided internet-based pain course for individuals with fibromyalgia and anxiety and/or depression, https://doi.org/10.1186/ISRCTN85116527;ca;combined;no;NA;adults;yes;pain course;para;individual;NA;internet;5;NA;NA;NA;8;NA;0,63;NA;NA;NA;NA;NA;NA;NA;NA;49;46;10;13;28;29;57;0,95;30;30;60;29;30;59;26;27;53;NA;NA;not a good time (n = 1);combined;fm;NA;NA;NA;NA;240;156;108;120;no;NA;yes;treatment satisfaction questionnaire (tsq);no;NA
friesen, 2017;cbt;wl;NA;NA;depr;msd;phq-9;post;8;self-report;14,07;14,07;4,66;4,93;10,13;14;5,3;5,44;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;friesen_2017_msd_phq-9_post_8.0_self-report_cbt_wl_NA_NA;-0,71125061;0,266446955;NA;NA;primary;low;low;low;high;some concerns;high;ISRCTN registry, ISRCTN85116527, https://www.isrctn.com/ISRCTN85116527, Evaluating a self-guided internet-based pain course for individuals with fibromyalgia and anxiety and/or depression, https://doi.org/10.1186/ISRCTN85116527;ca;combined;no;NA;adults;yes;pain course;para;individual;NA;internet;5;NA;NA;NA;8;NA;0,63;NA;NA;NA;NA;NA;NA;NA;NA;49;46;10;13;28;29;57;0,95;30;30;60;29;30;59;26;27;53;NA;NA;not a good time (n = 1);combined;fm;NA;NA;NA;NA;240;156;108;120;no;NA;yes;treatment satisfaction questionnaire (tsq);no;NA
friesen, 2017;cbt;wl;NA;NA;depr;msd;hads-d;post;8;self-report;9,9;9,97;3,77;3,82;7,97;10,17;3,55;3,42;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;friesen_2017_msd_hads-d_post_8.0_self-report_cbt_wl_NA_NA;-0,622970152;0,26454949;NA;NA;secondary;NA;NA;NA;NA;NA;NA;ISRCTN registry, ISRCTN85116527, https://www.isrctn.com/ISRCTN85116527, Evaluating a self-guided internet-based pain course for individuals with fibromyalgia and anxiety and/or depression, https://doi.org/10.1186/ISRCTN85116527;ca;combined;no;NA;adults;yes;pain course;para;individual;NA;internet;5;NA;NA;NA;8;NA;0,63;NA;NA;NA;NA;NA;NA;NA;NA;49;46;10;13;28;29;57;0,95;30;30;60;29;30;59;26;27;53;NA;NA;not a good time (n = 1);combined;fm;NA;NA;NA;NA;240;156;108;120;no;NA;yes;treatment satisfaction questionnaire (tsq);no;NA
friesen, 2017;cbt;wl;NA;NA;anx;msd;gad-7;post;8;self-report;10,87;9,93;4,65;4,88;7,83;9,98;5,7;5,15;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;friesen_2017_msd_gad-7_post_8.0_self-report_cbt_wl_NA_NA;-0,390664833;0,26071475;NA;NA;primary;low;low;low;high;some concerns;high;ISRCTN registry, ISRCTN85116527, https://www.isrctn.com/ISRCTN85116527, Evaluating a self-guided internet-based pain course for individuals with fibromyalgia and anxiety and/or depression, https://doi.org/10.1186/ISRCTN85116527;ca;combined;no;NA;adults;yes;pain course;para;individual;NA;internet;5;NA;NA;NA;8;NA;0,63;NA;NA;NA;NA;NA;NA;NA;NA;49;46;10;13;28;29;57;0,95;30;30;60;29;30;59;26;27;53;NA;NA;not a good time (n = 1);combined;fm;NA;NA;NA;NA;240;156;108;120;no;NA;yes;treatment satisfaction questionnaire (tsq);no;NA
friesen, 2017;cbt;wl;NA;NA;anx;msd;hads-a;post;8;self-report;11,6;10,17;4;3,98;9,22;10,43;4,33;4,69;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;friesen_2017_msd_hads-a_post_8.0_self-report_cbt_wl_NA_NA;-0,264597706;0,259356037;NA;NA;secondary;NA;NA;NA;NA;NA;NA;ISRCTN registry, ISRCTN85116527, https://www.isrctn.com/ISRCTN85116527, Evaluating a self-guided internet-based pain course for individuals with fibromyalgia and anxiety and/or depression, https://doi.org/10.1186/ISRCTN85116527;ca;combined;no;NA;adults;yes;pain course;para;individual;NA;internet;5;NA;NA;NA;8;NA;0,63;NA;NA;NA;NA;NA;NA;NA;NA;49;46;10;13;28;29;57;0,95;30;30;60;29;30;59;26;27;53;NA;NA;not a good time (n = 1);combined;fm;NA;NA;NA;NA;240;156;108;120;no;NA;yes;treatment satisfaction questionnaire (tsq);no;NA
friesen, 2017;cbt;wl;NA;NA;phs;msd;sf-12;post;8;self-report;30,81;32,17;7,82;7,35;34,7;32,82;7,94;8,2;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;friesen_2017_msd_sf-12_post_8.0_self-report_cbt_wl_NA_NA;0,229906282;0,259072979;NA;NA;primary;low;low;low;high;some concerns;high;ISRCTN registry, ISRCTN85116527, https://www.isrctn.com/ISRCTN85116527, Evaluating a self-guided internet-based pain course for individuals with fibromyalgia and anxiety and/or depression, https://doi.org/10.1186/ISRCTN85116527;ca;combined;no;NA;adults;yes;pain course;para;individual;NA;internet;5;NA;NA;NA;8;NA;0,63;NA;NA;NA;NA;NA;NA;NA;NA;49;46;10;13;28;29;57;0,95;30;30;60;29;30;59;26;27;53;NA;NA;not a good time (n = 1);combined;fm;NA;NA;NA;NA;240;156;108;120;no;NA;yes;treatment satisfaction questionnaire (tsq);no;NA
friesen, 2017;cbt;wl;NA;NA;phs;msd;fiq;post;8;self-report;-65,19;-67,75;13,07;13,51;-53,39;-64,59;18,94;12,75;30;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;friesen_2017_msd_fiq_post_8.0_self-report_cbt_wl_NA_NA;0,684727571;0,265851952;NA;NA;secondary;NA;NA;NA;NA;NA;NA;ISRCTN registry, ISRCTN85116527, https://www.isrctn.com/ISRCTN85116527, Evaluating a self-guided internet-based pain course for individuals with fibromyalgia and anxiety and/or depression, https://doi.org/10.1186/ISRCTN85116527;ca;combined;no;NA;adults;yes;pain course;para;individual;NA;internet;5;NA;NA;NA;8;NA;0,63;NA;NA;NA;NA;NA;NA;NA;NA;49;46;10;13;28;29;57;0,95;30;30;60;29;30;59;26;27;53;NA;NA;not a good time (n = 1);combined;fm;NA;NA;NA;NA;240;156;108;120;no;NA;yes;treatment satisfaction questionnaire (tsq);no;NA
gaylord, 2011;ambt;psy plac;NA;NA;som;msd;ibs-sss;post;8;self-report;284,06;287,54;84,34;109,9;204,03;250,74;110,95;117,09;33;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;gaylord_2011_msd_ibs-sss_post_8.0_self-report_ambt_psyplac_NA_NA;-0,40489424;0,252732188;NA;NA;primary;low;low;some concerns;high;low;high;NCT00680693 (Clinicaltrials.gov);us;combined;yes;"""study participants were remunerated for completing the assessments and for attending a minimum of six of the nine sessions.""";adults;yes;mbsr;para;group;NA;no;9;NA;1200;NA;8;NA;1,13;NA;133,33;NA;7,1;NA;2,05;NA;0,79;44,72;40,89;12,55;14,68;36;39;75;1;36;39;75;36;39;75;8;2;10;NA;NA;NA;combined;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;"diagnosis of mental illness with psychosis; (ii) a history of inpatient admission for psychiatric disorder within the past 2 years; (iii) a history or current diagnosis of inflammatory bowel disease or gastrointestinal malignancy; (iv) active liver or pancreatic disease; (v) uncontrolled lactose intolerance; (vi) celiac disease; (vii) a history of abdominal trauma or surgery involving gastrointestinal resection";no;NA;no;NA
gaylord, 2011;ambt;psy plac;NA;NA;som;msd;ibs-sss;follow up;56;self-report;284,06;287,54;84,34;109,9;201,5;252,32;109,13;107,13;24;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;gaylord_2011_msd_ibs-sss_followup_56.0_self-report_ambt_psyplac_NA_NA;-0,461719071;0,299198886;NA;NA;primary;low;low;some concerns;high;low;high;NCT00680693 (Clinicaltrials.gov);us;combined;yes;"""study participants were remunerated for completing the assessments and for attending a minimum of six of the nine sessions.""";adults;yes;mbsr;para;group;NA;no;9;NA;1200;NA;8;NA;1,13;NA;133,33;NA;7,1;NA;2,05;NA;0,79;44,72;40,89;12,55;14,68;36;39;75;1;36;39;75;36;39;75;8;2;10;NA;NA;NA;combined;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;"diagnosis of mental illness with psychosis; (ii) a history of inpatient admission for psychiatric disorder within the past 2 years; (iii) a history or current diagnosis of inflammatory bowel disease or gastrointestinal malignancy; (iv) active liver or pancreatic disease; (v) uncontrolled lactose intolerance; (vi) celiac disease; (vii) a history of abdominal trauma or surgery involving gastrointestinal resection";no;NA;no;NA
gaylord, 2011;ambt;psy plac;NA;NA;som;msd;bsi-18 somatization;post;8;self-report;57,37;56,71;8,94;8,86;55;56,42;7,86;9,49;33;31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;gaylord_2011_msd_bsi-18somatization_post_8.0_self-report_ambt_psyplac_NA_NA;-0,161477543;0,25053911;NA;NA;secondary;NA;NA;NA;NA;NA;NA;NCT00680693 (Clinicaltrials.gov);us;combined;yes;"""study participants were remunerated for completing the assessments and for attending a minimum of six of the nine sessions.""";adults;yes;mbsr;para;group;NA;no;9;NA;1200;NA;8;NA;1,13;NA;133,33;NA;7,1;NA;2,05;NA;0,79;44,72;40,89;12,55;14,68;36;39;75;1;36;39;75;36;39;NA;8;2;NA;NA;NA;NA;combined;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;"diagnosis of mental illness with psychosis; (ii) a history of inpatient admission for psychiatric disorder within the past 2 years; (iii) a history or current diagnosis of inflammatory bowel disease or gastrointestinal malignancy; (iv) active liver or pancreatic disease; (v) uncontrolled lactose intolerance; (vi) celiac disease; (vii) a history of abdominal trauma or surgery involving gastrointestinal resection";no;NA;no;NA
gaylord, 2011;ambt;psy plac;NA;NA;depr;msd;bsi-18 depression;post;8;self-report;55,11;54,78;10,55;11,3;53,62;54;9,75;12,66;36;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;gaylord_2011_msd_bsi-18depression_post_8.0_self-report_ambt_psyplac_NA_NA;-0,033111055;0,231141224;NA;NA;primary;low;low;some concerns;high;low;high;NCT00680693 (Clinicaltrials.gov);us;combined;yes;"""study participants were remunerated for completing the assessments and for attending a minimum of six of the nine sessions.""";adults;yes;mbsr;para;group;NA;no;9;NA;1200;NA;8;NA;1,13;NA;133,33;NA;7,1;NA;2,05;NA;0,79;44,72;40,89;12,55;14,68;36;39;75;1;36;39;75;36;39;75;8;2;10;NA;NA;NA;combined;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;"diagnosis of mental illness with psychosis; (ii) a history of inpatient admission for psychiatric disorder within the past 2 years; (iii) a history or current diagnosis of inflammatory bowel disease or gastrointestinal malignancy; (iv) active liver or pancreatic disease; (v) uncontrolled lactose intolerance; (vi) celiac disease; (vii) a history of abdominal trauma or surgery involving gastrointestinal resection";no;NA;no;NA
gaylord, 2011;ambt;psy plac;NA;NA;anx;msd;bsi-18 anxiety;post;8;self-report;55;54,84;9,84;10,6;51,14;53,2;8,82;10,15;36;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;gaylord_2011_msd_bsi-18anxiety_post_8.0_self-report_ambt_psyplac_NA_NA;-0,213807517;0,231797203;NA;NA;primary;low;low;some concerns;high;low;high;NCT00680693 (Clinicaltrials.gov);us;combined;yes;"""study participants were remunerated for completing the assessments and for attending a minimum of six of the nine sessions.""";adults;yes;mbsr;para;group;NA;no;9;NA;1200;NA;8;NA;1,13;NA;133,33;NA;7,1;NA;2,05;NA;0,79;44,72;40,89;12,55;14,68;36;39;75;1;36;39;75;36;39;75;8;2;10;NA;NA;NA;combined;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;"diagnosis of mental illness with psychosis; (ii) a history of inpatient admission for psychiatric disorder within the past 2 years; (iii) a history or current diagnosis of inflammatory bowel disease or gastrointestinal malignancy; (iv) active liver or pancreatic disease; (v) uncontrolled lactose intolerance; (vi) celiac disease; (vii) a history of abdominal trauma or surgery involving gastrointestinal resection";no;NA;no;NA
gaylord, 2011;ambt;psy plac;NA;NA;phs;msd;ibs-qol;post;8;self-report;64,8;67,22;19,8;20,73;74,99;70,92;15,14;17,4;36;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;gaylord_2011_msd_ibs-qol_post_8.0_self-report_ambt_psyplac_NA_NA;0,246281211;0,232016453;NA;NA;primary;low;low;some concerns;high;some concerns;high;NCT00680693 (Clinicaltrials.gov);us;combined;yes;"""study participants were remunerated for completing the assessments and for attending a minimum of six of the nine sessions.""";adults;yes;mbsr;para;group;NA;no;9;NA;1200;NA;8;NA;1,13;NA;133,33;NA;7,1;NA;2,05;NA;0,79;44,72;40,89;12,55;14,68;36;39;75;1;36;39;75;36;39;75;8;2;10;NA;NA;NA;combined;ibs;NA;NA;NA;NA;NA;NA;NA;NA;yes;"diagnosis of mental illness with psychosis; (ii) a history of inpatient admission for psychiatric disorder within the past 2 years; (iii) a history or current diagnosis of inflammatory bowel disease or gastrointestinal malignancy; (iv) active liver or pancreatic disease; (v) uncontrolled lactose intolerance; (vi) celiac disease; (vii) a history of abdominal trauma or surgery involving gastrointestinal resection";no;NA;no;NA
ghandi, 2018;ambt;tau;NA;NA;som;msd;ibs-sss;post;8;self-report;29,37;26,25;4,749;9,85;10,87;20,12;3,09;10,43;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ghandi_2018_msd_ibs-sss_post_8.0_self-report_ambt_tau_NA_NA;-1,136958066;0,543315368;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;ir;clinical;no;NA;adults;yes;mbsr;psy;group;NA;no;8;NA;720;NA;8;NA;1;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;19;34;NA;NA;NA;NA;10;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;no;NA
ghandi, 2018;ambt;tau;NA;NA;som;msd;ibs-sss;follow up;56;self-report;29,37;26,25;4,749;9,85;9,37;24,75;4,68;8,46;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ghandi_2018_msd_ibs-sss_followup_56.0_self-report_ambt_tau_NA_NA;-2,126995512;0,638875493;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;ir;clinical;no;NA;adults;yes;mbsr;psy;group;NA;no;8;NA;720;NA;8;NA;1;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;19;34;NA;NA;NA;NA;10;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;no;NA
ghandi, 2018;ambt;tau;NA;NA;phs;msd;ibs-qol;post;8;self-report;74,5;20,94;75,25;29,85;55,62;65;11,1;25,65;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ghandi_2018_msd_ibs-qol_post_8.0_self-report_ambt_tau_NA_NA;-0,448741398;0,506990938;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;ir;clinical;no;NA;adults;yes;mbsr;psy;group;NA;no;8;NA;720;NA;8;NA;1;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;19;34;NA;NA;NA;NA;10;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;no;NA
ghandi, 2018;ambt;tau;NA;NA;phs;msd;ibs-qol;follow up;56;self-report;74,5;20,94;75,25;29,85;52,87;74,5;16,14;32,09;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;ghandi_2018_msd_ibs-qol_followup_56.0_self-report_ambt_tau_NA_NA;-0,805141586;0,52217122;NA;NA;primary;some concerns;high;high;high;some concerns;high;NA;ir;clinical;no;NA;adults;yes;mbsr;psy;group;NA;no;8;NA;720;NA;8;NA;1;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;19;34;NA;NA;NA;NA;10;NA;NA;NA;NA;clinical interview;ibs;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;no;NA;no;NA
gotaas, 2021;cbt;wl;NA;NA;som;msd;cfq;post;8;self-report;25,3;25,8;5,15;5,25;18,7;24,1;7,39;7,07;76;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;gotaas_2021_msd_cfq_post_8.0_self-report_cbt_wl_NA_NA;-0,743489956;0,16567145;NA;NA;primary;low;low;low;high;some concerns;high;clinicaltrials.gov, identifier: nct00920777;no;combined;no;NA;adults;yes;cbt manual;psy;individual;NA;no;17;NA;NA;NA;17;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;37;32;11;10;69;67;136;0,86;78;80;158;77;80;157;59;72;131;NA;NA;to fatigue (n = 3), poor economy (n = 2), psychosocial strain (n = 2), long distance to treatment centre (n = 2), lack of motivation for the treatment (n = 4), change of therapist (n = 1), current infection (n = 1), and need of further psychiatric evaluation (n = 1).;combined;cfs/me;NA;NA;NA;NA;63,6;55,2;NA;NA;yes;patients who did not meet the cdc 1994 criteria or were pregnant, younger than 18 years or older than 62 years were excluded. patients who were unable to attend hospital outpatient appointments or did not speak fluent norwegian were also excluded;no;NA;no;NA
gotaas, 2021;cbt;wl;NA;NA;phs;msd;sf-36;post;8;self-report;54;54,8;19,7;19,62;71,2;57,9;21,93;21,22;76;80;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;gotaas_2021_msd_sf-36_post_8.0_self-report_cbt_wl_NA_NA;0,613626348;0,163940861;NA;NA;primary;low;low;low;high;some concerns;high;clinicaltrials.gov, identifier: nct00920777;no;combined;no;NA;adults;yes;cbt manual;psy;individual;NA;no;17;NA;NA;NA;17;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;37;32;11;10;69;67;136;0,86;78;80;158;77;80;157;59;72;131;NA;NA;to fatigue (n = 3), poor economy (n = 2), psychosocial strain (n = 2), long distance to treatment centre (n = 2), lack of motivation for the treatment (n = 4), change of therapist (n = 1), current infection (n = 1), and need of further psychiatric evaluation (n = 1).;combined;cfs/me;NA;NA;NA;NA;63,6;55,2;NA;NA;yes;patients who did not meet the cdc 1994 criteria or were pregnant, younger than 18 years or older than 62 years were excluded. patients who were unable to attend hospital outpatient appointments or did not speak fluent norwegian were also excluded;no;NA;no;NA
greene, 1994;cbt;att plac;NA;NA;som;msd;gi symptoms;post;16;self-report;126,7;89,9;65,1;84,9;52,8;76,1;38,1;61,1;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;greene_1994_msd_gisymptoms_post_16.0_self-report_cbt_attplac_NA_NA;-0,438283015;0,453029115;NA;NA;primary;low;high;low;high;some concerns;high;NA;us;combined;no;NA;adults;no;intensive cognitive therapy;psy;individual;NA;no;10;NA;600;NA;8;NA;1,25;0;60;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;20;10;10;20;NA;NA;NA;NA;NA;NA;clinical interview;IBS;NA;NA;NA;NA;NA;NA;NA;NA;yes;NA;no;NA;no;NA
greene, 1994;cbt;att plac;NA;NA;depr;msd;bdi;post;16;self-report;10,6;11,8;7,9;3,8;5,1;9,5;3,1;5,5;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;greene_1994_msd_bdi_post_16.0_self-report_cbt_attplac_NA_NA;-0,943951305;0,47358737;NA;NA;primary;low;high;low;high;some concerns;high;NA;us;combined;no;NA;adults;no;intensive cognitive therapy;psy;individual;NA;no;10;NA;600;NA;8;NA;1,25;0;60;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;20;10;10;20;NA;NA;NA;NA;NA;NA;clinical interview;IBS;NA;NA;NA;NA;NA;NA;NA;NA;yes;NA;no;NA;no;NA
greene, 1994;cbt;att plac;NA;NA;anx;msd;stai state;post;16;self-report;41,1;39,1;6,4;3,2;38,4;38,5;4,7;4,7;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;greene_1994_msd_staistate_post_16.0_self-report_cbt_attplac_NA_NA;-0,020377585;0,447226248;NA;NA;primary;low;high;low;high;some concerns;high;NA;us;combined;no;NA;adults;no;intensive cognitive therapy;psy;individual;NA;no;10;NA;600;NA;8;NA;1,25;0;60;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;20;10;10;20;NA;NA;NA;NA;NA;NA;clinical interview;IBS;NA;NA;NA;NA;NA;NA;NA;NA;yes;NA;no;NA;no;NA
